STATION,STATION_NAME,DATE,DLY-PRCP-25PCTL,DLY-PRCP-50PCTL,DLY-PRCP-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100430,4,18,52,267,0,1353,0,187,116,48,22,0,0,0,0,0,0,0,0,0,708,257,836,579,52,58,54,65
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100501,4,18,52,6,0,1359,0,187,116,48,21,0,0,0,0,0,0,0,0,0,710,257,839,582,52,58,54,64
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100502,4,18,52,12,0,1365,0,187,117,48,21,0,0,0,0,0,0,0,0,0,713,257,841,584,51,58,53,64
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100503,4,18,52,18,0,1371,0,188,118,48,21,0,0,0,0,0,0,0,0,0,715,257,844,587,51,58,53,63
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100504,4,18,52,24,0,1377,0,189,118,49,21,0,0,0,0,0,0,0,0,0,718,256,846,590,50,57,53,63
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100505,4,18,52,30,0,1383,0,190,119,49,21,0,0,0,0,0,0,0,0,0,720,256,848,592,50,57,53,62
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100506,4,18,52,36,0,1389,0,191,120,49,21,0,0,0,0,0,0,0,0,0,723,255,851,595,50,57,52,62
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100507,4,18,52,43,0,1396,0,193,122,50,22,0,0,0,0,0,0,0,0,0,725,255,853,598,49,57,52,61
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100508,4,18,53,49,0,1402,0,195,124,51,22,0,0,0,0,0,0,0,0,0,728,254,855,601,49,57,52,61
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100509,5,18,53,56,0,1409,0,198,126,53,22,0,0,0,0,0,0,0,0,0,730,254,857,604,48,57,51,60
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100510,5,18,54,63,0,1416,0,201,128,54,23,0,0,0,0,0,0,0,0,0,733,253,859,607,48,56,51,59
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100511,5,18,55,69,0,1422,0,204,131,56,23,0,0,0,0,0,0,0,0,0,736,252,862,610,47,56,51,59
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100512,5,18,55,76,0,1429,0,208,134,58,24,0,0,0,0,0,0,0,0,0,738,251,864,612,47,56,51,58
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100513,5,18,56,83,0,1436,0,212,137,59,24,0,0,0,0,0,0,0,0,0,740,250,866,615,46,56,50,58
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100514,5,18,57,89,0,1442,0,217,140,61,25,0,0,0,0,0,0,0,0,0,743,249,868,618,46,56,50,57
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100515,5,18,57,96,0,1449,0,222,144,63,25,0,0,0,0,0,0,0,0,0,745,248,869,621,45,55,49,56
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100516,5,18,57,103,0,1456,0,228,148,65,26,0,0,0,0,0,0,0,0,0,748,247,871,624,44,55,49,55
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100517,5,19,58,109,0,1462,0,234,153,68,27,0,0,0,0,0,0,0,0,0,750,246,873,627,44,55,49,55
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100518,5,19,58,117,0,1470,0,240,157,70,27,0,0,0,0,0,0,0,0,0,752,245,875,630,43,55,48,54
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100519,5,19,59,124,0,1477,0,246,162,72,28,0,0,0,0,0,0,0,0,0,755,243,876,633,43,55,48,53
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100520,5,19,59,132,0,1485,0,252,167,74,28,0,0,0,0,0,0,0,0,0,757,242,878,636,42,54,48,52
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100521,5,19,60,141,0,1494,0,258,172,77,29,0,0,0,0,0,0,0,0,0,759,241,880,639,41,54,48,51
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100522,5,20,60,150,0,1503,0,265,177,79,30,0,0,0,0,0,0,0,0,0,761,239,881,642,41,54,47,51
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100523,6,20,60,159,0,1512,0,271,183,81,30,0,0,0,0,0,0,0,0,0,763,238,882,644,41,54,47,50
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100524,6,20,60,169,0,1522,0,278,188,83,31,0,0,0,0,0,0,0,0,0,765,236,884,647,40,54,47,49
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100525,6,20,60,180,0,1533,0,285,194,86,32,0,0,0,0,0,0,0,0,0,768,235,885,650,40,54,47,49
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100526,6,20,61,190,0,1543,0,293,201,89,33,0,0,0,0,0,0,0,0,0,769,233,886,653,39,54,47,48
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100527,6,20,61,201,0,1554,0,301,207,92,34,0,0,0,0,0,0,0,0,0,771,232,887,655,39,54,47,47
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100528,6,21,62,212,0,1565,0,310,213,95,34,0,0,0,0,0,0,0,0,0,773,230,888,658,38,54,47,46
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100529,6,21,62,224,0,1577,0,318,219,98,36,0,0,0,0,0,0,0,0,0,775,229,889,661,38,53,47,46
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100530,6,21,62,236,0,1589,0,327,226,101,37,0,0,0,0,0,0,0,0,0,777,227,890,663,37,53,47,45
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100531,6,21,63,248,0,1601,0,336,233,104,38,0,0,0,0,0,0,0,0,0,778,226,891,666,37,53,47,44
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100601,6,21,63,18,0,1619,0,346,240,108,40,0,0,0,0,0,0,0,0,0,780,224,892,668,37,52,46,43
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100602,6,22,64,36,0,1637,0,355,248,112,41,0,0,0,0,0,0,0,0,0,782,223,893,670,36,52,46,42
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100603,6,22,64,54,0,1655,0,365,256,115,42,0,0,0,0,0,0,0,0,0,783,221,894,673,36,52,46,42
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100604,6,22,64,72,0,1673,0,374,263,118,44,0,0,0,0,0,0,0,0,0,785,220,895,675,35,51,46,41
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100605,7,22,64,91,0,1692,0,383,270,121,45,0,0,0,0,0,0,0,0,0,786,218,895,677,35,51,46,40
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100606,7,22,64,110,0,1711,0,392,276,124,45,0,0,0,0,0,0,0,0,0,787,217,896,679,35,50,46,39
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100607,7,22,64,129,0,1730,0,400,282,126,46,0,0,0,0,0,0,0,0,0,789,215,896,681,34,50,46,39
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100608,7,23,64,149,0,1750,0,408,288,128,48,0,0,0,0,0,0,0,0,0,790,214,897,683,34,49,45,38
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100609,7,23,64,171,0,1772,0,416,294,131,49,0,0,0,0,0,0,0,0,0,791,213,898,685,33,49,45,37
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100610,7,23,63,192,0,1793,0,423,300,133,50,0,0,0,0,0,0,0,0,0,792,211,898,687,33,49,45,36
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100611,7,23,63,215,0,1816,0,430,305,135,51,0,0,0,0,0,0,0,0,0,793,210,899,688,32,48,45,35
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100612,7,23,63,238,0,1839,0,437,310,137,52,0,0,0,0,0,0,0,0,0,795,209,899,690,32,48,44,34
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100613,7,23,63,262,0,1863,0,444,315,139,53,0,0,0,0,0,0,0,0,0,796,208,899,692,31,47,44,34
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100614,7,23,63,287,0,1888,0,450,319,141,54,0,0,0,0,0,0,0,0,0,797,207,900,693,31,47,44,33
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100615,7,23,63,313,0,1914,0,456,324,143,55,0,0,0,0,0,0,0,0,0,797,206,900,695,31,46,44,32
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100616,7,23,63,340,0,1941,0,461,328,145,56,0,0,0,0,0,0,0,0,0,798,205,901,696,30,46,43,32
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100617,7,23,63,367,0,1968,0,467,332,146,57,0,0,0,0,0,0,0,0,0,799,204,901,697,30,46,43,31
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100618,7,23,63,393,0,1994,0,473,335,148,57,0,0,0,0,0,0,0,0,0,800,203,901,699,29,45,42,31
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100619,7,23,63,419,0,2020,0,478,339,149,58,0,0,0,0,0,0,0,0,0,801,202,902,700,29,45,42,30
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100620,7,23,63,444,0,2045,0,483,342,151,59,0,0,0,0,0,0,0,0,0,802,201,902,701,28,45,41,30
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100621,7,23,63,469,0,2070,0,488,345,152,60,0,0,0,0,0,0,0,0,0,802,200,903,702,28,44,41,29
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100622,7,23,63,496,0,2097,0,493,348,154,61,0,0,0,0,0,0,0,0,0,803,200,903,703,27,44,40,29
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100623,7,23,63,522,0,2123,0,496,350,154,62,0,0,0,0,0,0,0,0,0,804,199,903,704,27,43,40,28
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100624,7,23,62,549,0,2150,0,500,352,155,62,0,0,0,0,0,0,0,0,0,804,199,904,705,27,43,40,28
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100625,7,23,62,576,0,2177,0,503,354,155,63,0,0,0,0,0,0,0,0,0,805,198,904,706,26,43,39,28
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100626,7,23,62,603,0,2204,0,506,356,155,63,0,0,0,0,0,0,0,0,0,806,198,904,707,26,42,39,27
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100627,7,23,61,630,0,2231,0,508,357,155,64,0,0,0,0,0,0,0,0,0,806,197,905,708,26,42,38,27
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100628,7,22,61,657,0,2258,0,510,358,155,64,0,0,0,0,0,0,0,0,0,807,197,905,708,25,42,38,27
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100629,7,22,60,684,0,2285,0,512,358,155,63,0,0,0,0,0,0,0,0,0,807,196,905,709,25,41,37,26
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100630,7,22,60,712,0,2313,0,512,357,154,63,0,0,0,0,0,0,0,0,0,808,196,906,710,25,41,37,26
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100701,7,22,59,22,0,2335,0,512,356,152,63,0,0,0,0,0,0,0,0,0,808,196,906,710,24,41,37,26
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100702,7,22,59,43,0,2356,0,511,355,151,62,0,0,0,0,0,0,0,0,0,809,196,906,711,24,40,36,26
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100703,7,22,58,64,0,2377,0,511,354,150,62,0,0,0,0,0,0,0,0,0,809,195,907,711,24,40,36,25
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100704,7,22,58,86,0,2399,0,510,353,149,62,0,0,0,0,0,0,0,0,0,809,195,907,712,24,40,36,25
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100705,7,21,58,107,0,2420,0,511,352,149,62,0,0,0,0,0,0,0,0,0,810,195,907,712,23,40,36,25
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100706,7,21,57,129,0,2442,0,511,352,148,62,0,0,0,0,0,0,0,0,0,810,195,908,713,23,39,35,25
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100707,7,21,57,150,0,2463,0,511,351,147,62,0,0,0,0,0,0,0,0,0,811,195,908,713,23,39,35,24
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100708,7,21,57,171,0,2484,0,512,351,147,62,0,0,0,0,0,0,0,0,0,811,195,908,713,23,39,35,24
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100709,7,21,56,193,0,2506,0,512,351,146,61,0,0,0,0,0,0,0,0,0,811,195,909,714,23,39,35,24
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100710,7,21,56,213,0,2526,0,513,350,145,61,0,0,0,0,0,0,0,0,0,811,195,909,714,23,38,35,24
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100711,7,21,55,234,0,2547,0,514,350,144,61,0,0,0,0,0,0,0,0,0,812,195,909,714,23,38,34,24
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100712,7,20,55,253,0,2566,0,515,350,143,60,0,0,0,0,0,0,0,0,0,812,194,909,715,23,38,34,24
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100713,7,20,54,272,0,2585,0,515,349,142,60,0,0,0,0,0,0,0,0,0,812,194,909,715,23,38,34,24
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100714,7,20,54,291,0,2604,0,516,349,141,59,0,0,0,0,0,0,0,0,0,812,194,910,715,22,38,34,23
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100715,7,20,53,309,0,2622,0,516,348,139,58,0,0,0,0,0,0,0,0,0,813,194,910,715,22,38,34,23
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100716,7,20,53,327,0,2640,0,516,348,138,58,0,0,0,0,0,0,0,0,0,813,194,910,716,22,37,34,23
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100717,7,20,52,346,0,2659,0,517,348,137,57,0,0,0,0,0,0,0,0,0,813,194,910,716,22,37,34,23
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100718,7,20,52,365,0,2678,0,518,348,137,57,0,0,0,0,0,0,0,0,0,813,194,910,716,22,37,34,23
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100719,7,20,52,385,0,2698,0,518,348,136,56,0,0,0,0,0,0,0,0,0,813,194,910,716,22,37,34,23
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100720,6,19,51,404,0,2717,0,519,348,135,56,0,0,0,0,0,0,0,0,0,813,194,910,716,22,37,34,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100721,6,19,51,423,0,2736,0,519,348,134,55,0,0,0,0,0,0,0,0,0,813,194,910,716,23,37,34,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100722,6,19,50,442,0,2755,0,520,348,133,55,0,0,0,0,0,0,0,0,0,813,194,910,717,23,37,35,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100723,6,19,50,461,0,2774,0,520,347,132,54,0,0,0,0,0,0,0,0,0,813,193,910,717,23,37,35,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100724,6,19,50,479,0,2792,0,521,347,131,54,0,0,0,0,0,0,0,0,0,813,193,910,717,23,37,35,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100725,6,19,49,498,0,2811,0,521,347,131,53,0,0,0,0,0,0,0,0,0,813,193,910,717,23,37,35,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100726,6,19,49,516,0,2829,0,521,347,130,53,0,0,0,0,0,0,0,0,0,813,193,910,717,23,37,35,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100727,6,19,49,534,0,2847,0,521,347,130,53,0,0,0,0,0,0,0,0,0,813,193,910,717,23,37,35,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100728,6,18,49,552,0,2865,0,522,347,129,53,0,0,0,0,0,0,0,0,0,813,192,910,717,23,37,35,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100729,6,18,49,570,0,2883,0,523,348,129,53,0,0,0,0,0,0,0,0,0,813,192,909,717,23,37,35,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100730,6,18,49,588,0,2901,0,525,349,130,54,0,0,0,0,0,0,0,0,0,813,192,909,717,23,37,36,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100731,6,18,49,607,0,2920,0,526,350,130,54,0,0,0,0,0,0,0,0,0,813,192,909,717,23,37,36,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100801,6,18,49,20,0,2940,0,527,351,130,55,0,0,0,0,0,0,0,0,0,813,191,909,717,23,37,36,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100802,6,18,49,41,0,2961,0,528,352,130,55,0,0,0,0,0,0,0,0,0,813,191,908,717,23,37,36,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100803,6,18,49,61,0,2981,0,528,351,130,55,0,0,0,0,0,0,0,0,0,813,191,908,717,23,37,36,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100804,6,18,49,81,0,3001,0,527,351,130,55,0,0,0,0,0,0,0,0,0,813,190,908,717,23,37,36,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100805,6,18,49,100,0,3020,0,527,351,130,55,0,0,0,0,0,0,0,0,0,812,190,907,717,23,37,36,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100806,6,18,49,120,0,3040,0,526,350,129,55,0,0,0,0,0,0,0,0,0,812,190,907,717,23,38,36,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100807,6,18,49,139,0,3059,0,525,349,129,55,0,0,0,0,0,0,0,0,0,812,189,907,717,23,38,37,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100808,5,18,49,159,0,3079,0,525,349,129,55,0,0,0,0,0,0,0,0,0,812,189,906,717,23,38,37,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100809,5,18,49,179,0,3099,0,524,348,129,56,0,0,0,0,0,0,0,0,0,812,188,906,717,23,38,37,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100810,5,18,49,200,0,3120,0,522,347,129,56,0,0,0,0,0,0,0,0,0,811,188,905,717,23,38,36,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100811,5,18,49,221,0,3141,0,521,346,129,57,0,0,0,0,0,0,0,0,0,811,188,905,717,23,39,36,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100812,5,18,49,242,0,3162,0,520,345,129,57,0,0,0,0,0,0,0,0,0,811,187,905,717,23,39,36,22
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100813,5,18,49,264,0,3184,0,518,343,129,57,0,0,0,0,0,0,0,0,0,811,187,904,717,23,39,36,23
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100814,5,18,49,285,0,3205,0,516,341,128,58,0,0,0,0,0,0,0,0,0,810,187,904,717,23,39,36,23
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100815,5,18,49,307,0,3227,0,514,338,128,58,0,0,0,0,0,0,0,0,0,810,186,903,717,23,39,36,23
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100816,5,18,49,328,0,3248,0,511,336,127,58,0,0,0,0,0,0,0,0,0,810,186,903,717,23,40,36,23
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100817,5,18,49,349,0,3269,0,509,333,127,58,0,0,0,0,0,0,0,0,0,809,185,902,717,23,40,36,23
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100818,5,18,49,370,0,3290,0,506,330,126,58,0,0,0,0,0,0,0,0,0,809,185,902,717,23,40,36,23
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100819,4,18,49,390,0,3310,0,503,328,126,58,0,0,0,0,0,0,0,0,0,809,185,901,716,23,41,36,24
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100820,4,18,49,410,0,3330,0,500,325,125,58,0,0,0,0,0,0,0,0,0,808,184,900,716,23,41,36,24
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100821,4,18,50,430,0,3350,0,497,323,125,58,0,0,0,0,0,0,0,0,0,808,184,900,716,23,41,36,24
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100822,4,18,50,451,0,3371,0,493,320,125,58,0,0,0,0,0,0,0,0,0,807,184,899,716,23,41,36,24
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100823,4,18,50,473,0,3393,0,490,317,124,58,0,0,0,0,0,0,0,0,0,807,183,899,715,23,41,36,24
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100824,4,18,50,494,0,3414,0,487,314,124,58,0,0,0,0,0,0,0,0,0,807,183,898,715,23,42,36,24
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100825,4,18,50,516,0,3436,0,483,311,123,58,0,0,0,0,0,0,0,0,0,806,183,897,715,23,42,36,25
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100826,4,18,51,537,0,3457,0,479,308,122,57,0,0,0,0,0,0,0,0,0,806,183,897,714,23,42,36,25
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100827,4,18,51,558,0,3478,0,475,304,121,57,0,0,0,0,0,0,0,0,0,805,182,896,714,23,42,36,25
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100828,4,18,50,579,0,3499,0,470,300,120,56,0,0,0,0,0,0,0,0,0,804,182,895,713,23,42,36,25
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100829,4,18,50,599,0,3519,0,466,296,119,55,0,0,0,0,0,0,0,0,0,804,182,895,713,23,43,36,26
