STATION,STATION_NAME,DATE,MTD-PRCP-NORMAL,YTD-PRCP-NORMAL,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100701,9,1431,732,180,821,642,60,48,67,62
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100702,18,1440,733,179,823,643,59,48,66,62
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100703,27,1449,734,179,824,645,59,48,66,62
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100704,36,1458,736,179,825,646,59,47,65,61
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100705,46,1468,737,179,826,647,58,47,64,61
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100706,55,1477,738,179,827,648,58,47,64,61
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100707,64,1486,739,178,828,649,57,47,64,61
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100708,73,1495,739,178,828,650,57,47,63,60
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100709,84,1506,740,178,829,651,57,46,63,60
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100710,94,1516,740,178,829,652,56,46,62,60
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100711,105,1527,741,177,829,652,56,46,62,59
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100712,114,1536,741,177,830,653,56,46,61,59
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100713,124,1546,742,176,830,653,55,46,61,59
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100714,134,1556,742,176,830,654,55,46,61,58
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100715,144,1566,742,175,829,654,55,45,61,58
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100716,154,1576,742,175,829,654,54,45,60,58
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100717,164,1586,742,174,829,655,54,45,60,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100718,174,1596,742,174,828,655,54,45,60,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100719,183,1605,741,173,828,655,54,45,60,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100720,193,1615,741,172,827,655,54,45,60,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100721,203,1625,741,172,827,655,53,45,59,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100722,214,1636,741,171,826,655,53,45,59,56
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100723,223,1645,740,171,826,655,53,45,59,56
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100724,233,1655,740,170,825,655,53,45,59,56
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100725,244,1666,739,169,824,655,53,44,59,56
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100726,254,1676,739,169,823,654,53,44,59,56
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100727,264,1686,738,168,823,654,53,44,59,56
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100728,274,1696,738,168,822,654,53,44,59,56
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100729,284,1706,737,167,821,654,53,44,59,56
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100730,294,1716,737,166,820,654,53,44,59,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100731,303,1725,736,166,819,653,53,44,59,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100801,10,1735,736,165,818,653,53,44,59,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100802,20,1745,735,165,818,653,53,44,59,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100803,30,1755,734,165,817,652,53,44,59,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100804,39,1764,734,164,816,652,53,44,59,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100805,49,1774,733,164,815,651,53,44,59,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100806,59,1784,733,163,814,651,53,44,59,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100807,69,1794,732,163,813,650,53,45,59,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100808,78,1803,731,163,813,650,54,45,59,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100809,88,1813,730,163,812,649,54,45,60,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100810,98,1823,730,163,811,648,54,45,60,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100811,107,1832,729,162,810,648,54,46,60,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100812,116,1841,728,162,809,647,54,46,60,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100813,126,1851,727,162,808,646,54,46,60,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100814,137,1862,726,162,808,645,54,46,61,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100815,148,1873,725,162,807,644,54,47,61,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100816,159,1884,724,163,806,643,54,47,61,57
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100817,170,1895,723,163,805,642,55,47,61,58
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100818,181,1906,722,163,804,641,55,47,62,58
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100819,190,1915,721,163,803,639,55,48,62,58
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100820,201,1926,720,163,801,638,55,48,62,58
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100821,210,1935,718,164,800,637,55,48,63,58
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100822,220,1945,717,164,799,635,56,48,63,58
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100823,229,1954,715,164,798,633,56,49,63,58
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100824,239,1964,714,165,796,632,56,49,63,59
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100825,248,1973,712,165,795,630,56,49,64,59
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100826,259,1984,710,165,793,628,57,49,64,59
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100827,269,1994,708,166,791,626,57,50,65,60
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100828,280,2005,706,166,789,623,57,50,65,60
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100829,291,2016,704,167,787,621,58,50,65,60
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100830,303,2028,702,167,785,618,58,51,66,61
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100831,316,2041,700,167,783,616,59,51,67,61
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100901,11,2052,697,168,781,613,59,51,67,62
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100902,23,2064,694,168,778,610,60,51,68,62
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100903,34,2075,692,168,776,607,60,52,68,63
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100904,44,2085,689,169,773,604,61,52,69,63
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100905,55,2096,686,169,770,601,61,52,70,64
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100906,66,2107,683,169,767,598,62,52,70,64
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100907,77,2118,679,170,764,595,63,53,71,65
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100908,88,2129,676,170,761,591,63,53,72,65
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100909,99,2140,673,170,758,588,64,53,72,66
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100910,110,2151,669,170,754,584,64,53,73,66
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100911,121,2162,665,170,751,580,65,54,74,67
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100912,131,2172,662,170,747,577,66,54,75,68
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100913,141,2182,658,170,743,573,66,54,75,68
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100914,152,2193,654,170,739,569,67,55,76,69
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100915,162,2203,650,170,735,565,68,55,77,69
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100916,173,2214,646,170,731,561,68,55,78,70
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100917,184,2225,642,170,727,557,69,55,79,71
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100918,195,2236,638,170,723,553,70,56,80,71
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100919,207,2248,633,170,718,548,71,56,80,72
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100920,220,2261,629,170,714,544,71,56,81,72
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100921,233,2274,625,169,709,540,72,57,82,73
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100922,246,2287,620,169,705,536,73,57,83,73
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100923,258,2299,616,169,700,532,73,57,83,74
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100924,270,2311,612,168,696,527,74,58,84,74
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100925,282,2323,607,168,691,523,74,58,85,74
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100926,294,2335,603,168,687,519,75,58,85,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100927,305,2346,599,167,682,515,75,58,86,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100928,316,2357,594,167,678,511,75,59,86,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100929,327,2368,590,166,673,507,76,59,87,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20100930,339,2380,586,166,668,503,76,59,87,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101001,10,2390,581,165,664,499,76,59,87,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101002,21,2401,577,164,659,495,76,60,88,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101003,32,2412,573,164,655,491,76,60,88,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101004,42,2422,569,163,650,487,76,60,88,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101005,52,2432,565,163,646,483,76,60,88,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101006,62,2442,561,162,642,480,76,60,88,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101007,71,2451,557,161,637,476,76,60,88,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101008,80,2460,553,160,633,473,76,60,88,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101009,90,2470,549,160,629,469,76,60,88,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101010,99,2479,545,159,625,466,76,60,88,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101011,109,2489,541,158,621,462,76,60,88,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101012,118,2498,538,158,616,459,76,60,88,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101013,128,2508,534,157,612,456,76,60,88,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101014,137,2517,530,156,609,452,76,60,88,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101015,147,2527,527,155,605,449,76,60,88,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101016,156,2536,523,155,601,446,76,60,88,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101017,165,2545,520,154,597,443,76,60,88,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101018,173,2553,517,153,593,440,76,60,88,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101019,181,2561,513,152,589,437,76,60,88,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101020,189,2569,510,151,586,434,76,60,89,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101021,197,2577,507,150,582,431,76,60,89,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101022,205,2585,503,150,578,429,76,60,89,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101023,213,2593,500,149,574,426,76,60,89,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101024,221,2601,497,148,571,423,76,60,89,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101025,229,2609,493,147,567,420,76,60,89,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101026,237,2617,490,146,563,417,76,60,89,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101027,244,2624,487,145,559,414,77,60,89,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101028,252,2632,484,144,556,412,77,60,89,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101029,259,2639,480,143,552,409,77,60,90,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101030,266,2646,477,142,548,406,77,60,90,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101031,272,2652,474,141,544,403,77,60,90,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101101,8,2660,470,140,540,400,77,60,90,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101102,16,2668,467,139,536,398,78,60,91,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101103,24,2676,464,138,532,395,78,60,91,75
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101104,32,2684,460,137,528,392,78,60,91,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101105,41,2693,457,135,524,389,79,60,91,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101106,49,2701,453,134,520,386,79,60,92,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101107,58,2710,449,133,516,383,79,60,92,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101108,66,2718,446,132,512,380,79,60,92,76
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101109,74,2726,442,131,507,377,79,60,92,77
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101110,83,2735,438,130,503,373,80,59,92,77
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101111,91,2743,434,128,499,370,80,59,92,77
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101112,100,2752,431,127,494,367,80,59,92,77
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101113,108,2760,427,126,490,364,80,59,93,77
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101114,116,2768,423,125,485,360,80,59,93,78
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101115,125,2777,419,123,480,357,80,59,93,78
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101116,135,2787,415,122,476,354,81,59,93,78
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101117,146,2798,411,121,471,350,81,58,93,78
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101118,157,2809,407,120,466,347,81,58,93,78
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101119,167,2819,402,119,462,343,81,58,93,79
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101120,178,2830,398,117,457,340,81,58,93,79
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101121,188,2840,394,116,452,336,82,57,93,79
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101122,198,2850,390,115,447,332,82,57,93,80
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101123,209,2861,386,114,443,329,82,57,93,80
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101124,219,2871,382,113,438,325,82,57,93,81
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101125,229,2881,377,112,433,321,83,56,93,81
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101126,240,2892,373,111,429,318,83,56,93,82
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101127,251,2903,369,110,424,314,83,56,93,83
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101128,262,2914,365,109,419,310,84,55,93,83
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101129,273,2925,361,108,415,307,84,55,93,84
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101130,284,2936,357,107,410,303,84,55,93,84
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101201,8,2944,353,106,406,299,85,55,93,85
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101202,15,2951,349,105,401,296,85,55,93,86
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101203,23,2959,345,105,397,292,86,55,94,86
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101204,31,2967,341,104,393,289,86,55,94,87
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101205,38,2974,337,104,389,285,87,55,94,88
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101206,46,2982,333,103,385,281,87,55,94,89
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101207,53,2989,329,103,381,278,88,55,94,90
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101208,60,2996,326,102,377,275,89,55,95,91
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101209,67,3003,322,102,373,271,89,55,95,92
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101210,74,3010,319,102,369,268,90,55,95,93
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101211,81,3017,315,101,366,264,90,55,96,94
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101212,89,3025,312,101,363,261,91,55,96,94
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101213,96,3032,309,101,359,258,91,55,96,95
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101214,103,3039,306,101,356,255,92,55,96,96
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101215,109,3045,303,101,353,252,92,55,97,96
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101216,115,3051,300,101,350,249,93,55,97,97
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101217,120,3056,297,101,347,246,93,55,97,98
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101218,126,3062,294,101,345,243,94,55,98,98
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101219,132,3068,292,102,342,241,94,55,98,99
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101220,137,3073,289,102,340,238,95,55,98,99
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101221,143,3079,287,102,338,236,95,55,99,100
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101222,149,3085,284,102,336,233,96,55,99,100
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101223,155,3091,282,103,333,231,96,56,99,101
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101224,161,3097,280,103,332,228,96,56,100,101
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101225,166,3102,278,104,330,226,97,56,100,102
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101226,172,3108,276,104,328,224,97,56,100,102
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101227,177,3113,274,104,326,222,98,56,101,103
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101228,182,3118,273,105,325,220,98,56,101,104
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101229,187,3123,271,105,324,218,99,56,102,104
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101230,192,3128,269,106,322,217,100,56,102,105
GHCND:USW00014822,DETROIT CITY AIRPORT MI US,20101231,197,3133,268,106,321,215,100,56,103,106
