STATION,STATION_NAME,DATE,DLY-PRCP-25PCTL,DLY-PRCP-50PCTL,DLY-PRCP-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100101,4,20,53,13,0,13,0,349,212,92,32,0,0,0,0,0,463,128,527,399,51,66,61,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100102,4,20,53,26,0,26,0,350,212,92,32,0,0,0,0,0,464,128,527,400,51,67,61,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100103,4,19,53,39,0,39,0,350,212,92,33,0,0,0,0,0,464,128,528,400,51,67,61,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100104,4,19,53,51,0,51,0,351,212,92,33,0,0,0,0,0,464,128,528,400,51,67,61,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100105,4,19,52,64,0,64,0,352,212,92,33,0,0,0,0,0,465,128,528,401,51,68,61,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100106,4,19,52,76,0,76,0,352,212,91,33,0,0,0,0,0,465,128,529,401,50,68,61,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100107,4,18,52,89,0,89,0,352,212,91,33,0,0,0,0,0,466,128,530,401,50,68,61,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100108,4,18,52,102,0,102,0,352,211,91,33,0,0,0,0,0,466,129,531,402,50,68,60,60
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100109,4,18,52,115,0,115,0,352,211,90,33,0,0,0,0,0,467,129,531,402,49,68,60,60
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100110,4,18,52,129,0,129,0,352,212,90,33,0,0,0,0,0,468,130,532,403,49,69,60,60
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100111,4,18,51,143,0,143,0,352,212,90,33,0,0,0,0,0,468,130,534,403,49,69,60,60
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100112,4,18,51,157,0,157,0,353,212,90,33,0,0,0,0,0,469,131,535,404,48,69,59,59
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100113,4,18,51,170,0,170,0,353,213,90,33,0,0,0,0,0,470,132,536,404,48,69,59,59
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100114,4,18,51,184,0,184,0,354,213,90,33,0,0,0,0,0,471,133,537,405,48,69,59,59
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100115,4,18,51,197,0,197,0,355,214,89,33,0,0,0,0,0,472,134,539,405,47,69,59,59
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100116,4,18,50,210,0,210,0,356,215,89,33,0,0,0,0,0,473,135,540,406,47,69,59,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100117,4,18,50,223,0,223,0,356,216,89,33,0,0,0,0,0,474,136,542,407,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100118,4,18,51,236,0,236,0,357,217,90,33,0,0,0,0,0,476,137,544,407,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100119,4,18,50,248,0,248,0,358,218,90,33,0,0,0,0,0,477,138,546,408,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100120,4,18,51,260,0,260,0,359,219,90,33,0,0,0,0,0,478,139,548,409,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100121,4,18,51,273,0,273,0,360,221,91,33,0,0,0,0,0,479,140,550,409,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100122,5,19,51,285,0,285,0,361,223,91,33,0,0,0,0,0,481,142,552,410,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100123,5,19,51,297,0,297,0,361,225,92,33,0,0,0,0,0,482,143,554,411,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100124,5,19,51,310,0,310,0,360,226,92,33,0,0,0,0,0,484,144,556,412,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100125,5,19,51,322,0,322,0,360,227,92,33,0,0,0,0,0,486,146,558,413,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100126,5,19,51,334,0,334,0,359,228,92,33,0,0,0,0,0,487,147,561,414,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100127,5,20,51,346,0,346,0,358,229,92,33,0,0,0,0,0,489,149,563,414,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100128,5,20,51,359,0,359,0,358,230,93,33,0,0,0,0,0,491,150,566,415,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100129,5,20,51,371,0,371,0,357,231,93,33,0,0,0,0,0,492,152,568,416,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100130,5,20,51,384,0,384,0,356,232,93,33,0,0,0,0,0,494,153,571,417,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100131,6,20,51,397,0,397,0,356,234,93,33,0,0,0,0,0,496,155,573,419,47,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100201,6,20,51,13,0,410,0,355,235,93,33,0,0,0,0,0,498,156,576,420,46,69,58,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100202,6,21,52,26,0,423,0,356,237,94,33,0,0,0,0,0,500,158,579,421,46,69,58,57
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100203,6,21,52,39,0,436,0,356,239,95,33,0,0,0,0,0,502,160,581,422,46,69,58,57
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100204,6,21,52,53,0,450,0,357,240,96,33,0,0,0,0,0,504,161,584,423,46,69,59,57
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100205,6,21,52,68,0,465,0,358,242,96,33,0,0,0,0,0,506,163,587,424,46,69,59,57
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100206,6,21,52,81,0,478,0,359,245,97,33,0,0,0,0,0,508,164,590,426,47,69,59,56
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100207,6,21,52,95,0,492,0,361,247,98,33,0,0,0,0,0,510,166,593,427,47,69,60,56
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100208,7,22,52,108,0,505,0,362,248,99,33,0,0,0,0,0,512,167,595,428,47,69,60,56
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100209,7,22,53,121,0,518,0,363,250,100,33,0,0,0,0,0,514,169,598,430,47,69,60,56
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100210,7,22,53,134,0,531,0,364,251,101,33,0,0,0,0,0,516,170,601,431,47,69,61,55
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100211,7,22,53,146,0,543,0,365,253,101,33,0,0,0,0,0,518,171,604,432,47,69,61,55
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100212,7,22,53,159,0,556,0,366,254,102,33,0,0,0,0,0,520,173,606,434,47,69,61,55
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100213,7,22,53,172,0,569,0,366,255,102,32,0,0,0,0,0,522,174,609,435,47,69,62,55
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100214,7,22,53,185,0,582,0,366,256,103,32,0,0,0,0,0,524,175,612,436,47,69,62,54
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100215,7,22,53,197,0,594,0,366,257,103,32,0,0,0,0,0,526,177,614,438,47,69,62,54
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100216,7,22,53,211,0,608,0,366,257,103,32,0,0,0,0,0,528,178,617,439,47,70,63,53
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100217,7,22,53,224,0,621,0,366,257,103,32,0,0,0,0,0,530,179,620,440,47,70,63,53
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100218,7,22,53,237,0,634,0,365,257,103,31,0,0,0,0,0,532,180,622,442,47,70,64,53
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100219,7,22,53,251,0,648,0,364,256,103,30,0,0,0,0,0,534,181,625,443,47,70,64,53
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100220,7,22,53,264,0,661,0,363,255,102,30,0,0,0,0,0,536,183,627,445,47,69,64,52
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100221,7,22,53,278,0,675,0,361,253,102,29,0,0,0,0,0,538,184,629,446,48,69,65,52
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100222,7,22,53,291,0,688,0,360,252,101,29,0,0,0,0,0,539,185,632,447,48,69,65,52
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100223,7,22,53,304,0,701,0,358,251,100,28,0,0,0,0,0,541,186,634,448,48,69,65,51
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100224,7,22,52,317,0,714,0,357,249,100,27,0,0,0,0,0,543,187,636,450,48,69,66,51
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100225,7,22,52,330,0,727,0,356,248,99,26,0,0,0,0,0,545,187,638,451,48,69,66,51
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100226,7,22,52,344,0,741,0,355,247,99,26,0,0,0,0,0,546,188,640,452,48,69,67,51
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100227,7,22,52,356,0,753,0,354,246,98,25,0,0,0,0,0,548,189,642,453,48,69,67,50
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100228,7,23,52,369,0,766,0,353,245,98,24,0,0,0,0,0,549,190,644,454,49,69,68,50
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100301,7,23,52,13,0,779,0,350,243,97,23,0,0,0,0,0,551,191,646,455,49,69,68,50
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100302,7,22,52,27,0,793,0,347,240,96,22,0,0,0,0,0,552,192,648,456,49,69,68,50
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100303,7,22,52,39,0,805,0,344,238,95,22,0,0,0,0,0,553,193,650,457,49,69,69,50
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100304,7,22,52,51,0,817,0,341,235,93,21,0,0,0,0,0,555,193,651,458,49,69,69,50
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100305,7,22,52,62,0,828,0,337,232,92,21,0,0,0,0,0,556,194,653,459,50,69,70,50
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100306,7,22,52,73,0,839,0,332,229,90,20,0,0,0,0,0,557,195,655,460,50,69,70,49
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100307,7,22,52,84,0,850,0,328,226,89,19,0,0,0,0,0,558,196,656,461,50,69,70,49
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100308,7,22,52,96,0,862,0,323,223,87,19,0,0,0,0,0,559,196,658,461,50,68,71,49
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100309,7,22,51,107,0,873,0,318,220,85,18,0,0,0,0,0,560,197,659,462,50,68,71,49
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100310,7,22,51,118,0,884,0,314,216,84,17,0,0,0,0,0,561,198,660,463,51,68,71,49
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100311,7,22,51,129,0,895,0,309,213,82,17,0,0,0,0,0,562,199,662,463,51,68,72,48
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100312,7,22,51,140,0,906,0,304,209,80,16,0,0,0,0,0,563,199,663,464,51,68,72,48
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100313,7,22,51,151,0,917,0,299,206,78,15,0,0,0,0,0,564,200,664,464,51,68,73,48
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100314,7,22,50,162,0,928,0,294,202,76,15,0,0,0,0,0,565,201,666,465,52,68,73,48
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100315,7,22,50,172,0,938,0,289,199,74,14,0,0,0,0,0,566,202,667,465,52,68,74,48
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100316,7,22,50,182,0,948,0,284,195,73,13,0,0,0,0,0,567,202,668,466,52,68,74,47
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100317,7,22,49,192,0,958,0,279,192,71,13,0,0,0,0,0,568,203,669,466,52,68,74,47
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100318,7,22,49,202,0,968,0,274,188,69,12,0,0,0,0,0,569,204,671,467,53,68,75,47
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100319,7,21,49,211,0,977,0,270,185,67,12,0,0,0,0,0,569,205,672,467,53,68,75,47
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100320,7,21,49,219,0,985,0,265,182,66,11,0,0,0,0,0,570,206,673,467,53,68,76,46
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100321,7,21,48,228,0,994,0,261,179,64,11,0,0,0,0,0,571,207,674,468,53,68,76,46
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100322,6,21,48,236,0,1002,0,257,176,63,11,0,0,0,0,0,572,208,676,468,53,69,77,46
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100323,6,21,48,244,0,1010,0,253,173,61,10,0,0,0,0,0,573,209,677,469,54,69,78,45
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100324,6,20,47,252,0,1018,0,248,170,60,10,0,0,0,0,0,574,210,679,469,54,69,78,45
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100325,6,20,46,260,0,1026,0,244,167,58,10,0,0,0,0,0,575,211,680,469,54,69,79,45
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100326,6,20,46,267,0,1033,0,239,163,56,9,0,0,0,0,0,576,212,681,470,54,69,79,44
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100327,6,19,45,274,0,1040,0,235,159,54,9,0,0,0,0,0,577,213,683,470,54,70,80,44
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100328,6,19,45,281,0,1047,0,230,155,53,9,0,0,0,0,0,578,214,685,471,54,70,80,44
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100329,6,19,44,289,0,1055,0,225,151,51,9,0,0,0,0,0,579,215,686,471,54,70,81,44
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100330,6,19,43,295,0,1061,0,221,148,49,8,0,0,0,0,0,580,216,688,472,55,70,81,43
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100331,6,18,43,302,0,1068,0,217,144,48,8,0,0,0,0,0,581,217,690,472,55,70,81,43
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100401,6,18,42,6,0,1074,0,213,141,46,8,0,0,0,0,0,582,218,691,473,55,71,82,43
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100402,5,18,42,11,0,1079,0,210,138,45,7,0,0,0,0,0,584,219,693,474,55,71,82,43
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100403,5,18,41,17,0,1085,0,206,135,44,7,0,0,0,0,0,585,221,695,475,55,71,83,42
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100404,5,17,40,22,0,1090,0,204,132,42,7,0,0,0,0,0,586,222,697,475,55,71,83,42
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100405,5,17,40,28,0,1096,0,201,130,41,7,0,0,0,0,0,588,223,699,476,56,71,83,42
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100406,5,17,39,33,0,1101,0,198,127,40,7,0,0,0,0,0,589,224,702,477,56,72,84,42
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100407,5,16,38,38,0,1106,0,196,125,39,6,0,0,0,0,0,591,226,704,478,56,72,84,42
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100408,5,16,38,43,0,1111,0,194,122,38,6,0,0,0,0,0,593,227,706,479,57,72,85,42
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100409,5,16,37,48,0,1116,0,192,120,37,6,0,0,0,0,0,594,228,708,480,57,72,85,42
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100410,5,16,36,52,0,1120,0,190,118,37,6,0,0,0,0,0,596,230,711,481,57,72,86,43
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100411,5,16,36,57,0,1125,0,188,116,36,6,0,0,0,0,0,598,231,713,482,58,72,86,43
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100412,5,15,35,61,0,1129,0,186,114,35,6,0,0,0,0,0,600,232,716,484,58,72,86,43
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100413,5,15,35,65,0,1133,0,184,112,34,6,0,0,0,0,0,602,234,719,485,58,72,87,43
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100414,4,15,34,70,0,1138,0,181,110,33,6,0,0,0,0,0,604,235,721,486,59,72,87,43
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100415,4,15,34,74,0,1142,0,179,108,32,6,0,0,0,0,0,606,236,724,488,59,72,88,44
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100416,4,14,33,78,0,1146,0,177,106,31,6,0,0,0,0,0,608,238,727,489,59,72,88,44
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100417,4,14,33,82,0,1150,0,175,105,31,6,0,0,0,0,0,610,239,730,491,60,72,88,44
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100418,4,14,32,86,0,1154,0,173,103,30,5,0,0,0,0,0,612,240,733,492,60,72,89,44
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100419,4,14,31,90,0,1158,0,171,101,29,5,0,0,0,0,0,615,242,735,494,61,72,89,45
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100420,4,14,31,94,0,1162,0,168,99,28,5,0,0,0,0,0,617,243,738,495,61,72,89,45
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100421,4,14,30,98,0,1166,0,166,98,27,5,0,0,0,0,0,619,244,741,497,61,72,90,46
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100422,4,14,30,102,0,1170,0,164,96,27,5,0,0,0,0,0,621,246,744,499,62,72,90,46
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100423,4,14,30,106,0,1174,0,162,94,26,5,0,0,0,0,0,624,247,747,500,62,72,90,46
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100424,4,14,29,110,0,1178,0,159,93,25,5,0,0,0,0,0,626,248,750,502,62,71,90,46
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100425,4,14,29,114,0,1182,0,157,91,25,5,0,0,0,0,0,628,249,753,504,63,71,91,47
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100426,4,14,29,117,0,1185,0,154,90,24,5,0,0,0,0,0,631,251,756,505,63,71,91,47
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100427,4,14,29,120,0,1188,0,152,89,24,5,0,0,0,0,0,633,252,759,507,63,71,91,47
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100428,5,14,28,124,0,1192,0,150,88,23,5,0,0,0,0,0,636,253,762,509,64,71,91,47
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100429,5,14,28,127,0,1195,0,148,87,22,5,0,0,0,0,0,638,254,765,511,64,71,92,48
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20100430,5,14,28,130,0,1198,0,146,86,22,5,0,0,0,0,0,640,255,768,513,64,70,92,48
